contrast,metric,n,mean_diff,sd_diff,ci_low,ci_high,cohen_dz,p_value,mcse,scenario
R3-R2,credential_sensitivity,10,-0.0002769185113959,0.0055897463716853,-0.0042755821810055,0.0037217451582136,-0.0495404429794238,0.878970277891894,0.0017676330077187,low_credential_prior
R3-R2,investment_alignment,10,0.0086862949411894,0.0206314438373717,-0.0060725508880203,0.0234451407703992,0.421022154806978,0.2157976973054476,0.0065242353943939,low_credential_prior
R3-R2,total_gap_reduction,10,0.0047372280185808,0.001464324124508,0.0036897136435345,0.0057847423936271,3.235095249265428,2.959613064876048e-06,0.0004630599466177,low_credential_prior
R3-R2,evidence_conversion,10,0.0719175546760777,0.0074047727542818,0.0666204993491588,0.0772146100029967,9.712324343038183,2.0141428820142657e-10,0.0023415947459489,low_credential_prior
R3-R2,evidence_opportunity_gap,10,-0.0133333333333333,0.1371671054400974,-0.1114567694819133,0.0847901028152466,-0.0972050353512502,0.7655411090477175,0.043376047324318,low_credential_prior
R3-R0,placement_rate,10,-0.0374999999999999,0.0153407791905378,-0.0484741323369223,-0.0265258676630776,-2.444465143148,2.908737726893063e-05,0.0048511803323813,low_credential_prior
R3-R0,ground_truth_fit,10,0.0249277143190352,0.008924239944555,0.0185436976441585,0.0313117309939119,2.7932590869258718,9.948644174058364e-06,0.0028220924610648,low_credential_prior
R3-R0,search_rounds,10,0.3402144914683699,0.1671922973253777,0.2206123269515603,0.4598166559851795,2.0348694103189984,0.0001202584033351,0.0528708466784271,low_credential_prior
R3-R0,applications_per_hire,10,1.0240333049135844,0.502786894574915,0.6643612276478744,1.3837053821792944,2.0367143932408203,0.0001194398664809,0.1589951764539687,low_credential_prior
R3-R0,fill_rate,10,-0.0749999999999999,0.0306815583810757,-0.0969482646738446,-0.0530517353261553,-2.444465143148,2.908737726893063e-05,0.0097023606647627,low_credential_prior
R3-R0,vacancy_duration,10,0.8866666666666667,0.3047767853509989,0.6686424884862907,1.1046908448470427,2.909232951077718,7.131746540953087e-06,0.0963788819653397,low_credential_prior
R3-R0,credential_sensitivity,10,-0.0207990194566969,0.0074560728400033,-0.0261327726542135,-0.0154652662591802,-2.789540808279934,1.0057256987002674e-05,0.002357817257453,low_credential_prior
R3-R0,investment_alignment,10,0.2605629413106227,0.0260523814030074,0.2419261903569996,0.2791996922642458,10.001501869634987,1.5501338531401182e-10,0.0082384863704916,low_credential_prior
R3-R0,total_gap_reduction,10,0.0123706408382362,0.0018276434920732,0.0110632234445293,0.0136780582319432,6.768629052596667,4.986507668315396e-09,0.0005779516185735,low_credential_prior
R3-R0,evidence_conversion,10,0.0719175546760777,0.0074047727542818,0.0666204993491588,0.0772146100029967,9.712324343038183,2.0141428820142657e-10,0.0023415947459489,low_credential_prior
R3-R0,evidence_opportunity_gap,10,0.0666666666666666,0.1042314613294095,-0.0078960290147407,0.141229362348074,0.6396021490668314,0.0738115128052857,0.0329608821648696,low_credential_prior
R1-R0,placement_rate,10,-0.0416666666666666,0.0242161052418926,-0.0589898247871669,-0.0243435085461663,-1.7206180040292132,0.0004104082706725,0.0076578048622723,low_explanation_uptake
R1-R0,ground_truth_fit,10,0.0178840902716226,0.0137442426811313,0.0080520513523385,0.0277161291909066,1.3012059439385963,0.0026182807512285,0.0043463111586474,low_explanation_uptake
R1-R0,search_rounds,10,0.3230398019755001,0.2064987309220547,0.1753195087362301,0.47076009521477,1.56436700861583,0.0007946062745116,0.0653006323647935,low_explanation_uptake
R1-R0,applications_per_hire,10,0.9691194059265,0.6194961927661642,0.5259585262086905,1.4122802856443095,1.5643670086158306,0.0007946062745116,0.1959018970943805,low_explanation_uptake
R1-R0,fill_rate,10,-0.0833333333333333,0.0484322104837852,-0.1179796495743339,-0.0486870170923327,-1.7206180040292132,0.0004104082706725,0.0153156097245446,low_explanation_uptake
R1-R0,vacancy_duration,10,0.8366666666666667,0.3847237264310746,0.5614518920734287,1.1118814412599043,2.1747207390302714,7.250243781857145e-05,0.1216603245429718,low_explanation_uptake
R1-R0,credential_sensitivity,10,-0.0092325886627908,0.0120565950405135,-0.0178573571875138,-0.0006078201380678,-0.7657708193537851,0.0385107160051222,0.0038126301154312,low_explanation_uptake
R1-R0,investment_alignment,10,0.0049042296327855,0.0182449632734639,-0.0081474308440679,0.0179558901096391,0.2687990959082086,0.4173538150991978,0.0057695639770267,low_explanation_uptake
R1-R0,total_gap_reduction,10,0.0003713640797855,0.0004676043263789,3.686009564866417e-05,0.0007058680639225,0.7941844393557924,0.0332325951845166,0.0001478694715106,low_explanation_uptake
R1-R0,evidence_conversion,10,0.0,0.0,,,,,0.0,low_explanation_uptake
R1-R0,evidence_opportunity_gap,10,0.0866666666666666,0.1146115285175788,0.0046785182377628,0.1686548150955705,0.7561775659712444,0.0404747999366073,0.036243347622889,low_explanation_uptake
R2-R1,placement_rate,10,0.0033333333333333,0.0402921430321527,-0.0254899294410749,0.0321565961077415,0.0827291149709599,0.7995089565928071,0.0127414943790885,low_explanation_uptake
R2-R1,ground_truth_fit,10,-0.0009444013134499,0.0188625420088149,-0.0144378510036175,0.0125490483767175,-0.0500675525604476,0.8776943527015895,0.0059648595208463,low_explanation_uptake
R2-R1,search_rounds,10,-0.0318844667365308,0.2318978011339931,-0.1977741602571447,0.1340052267840829,-0.1374936139136036,0.6739516448394967,0.0733325235968195,low_explanation_uptake
R2-R1,applications_per_hire,10,-0.0956534002095923,0.6956934034019796,-0.5933224807714339,0.4020156803522493,-0.137493613913603,0.6739516448394978,0.2199975707904588,low_explanation_uptake
R2-R1,fill_rate,10,0.0066666666666666,0.0805842860643055,-0.0509798588821498,0.0643131922154831,0.0827291149709599,0.7995089565928071,0.0254829887581771,low_explanation_uptake
R2-R1,vacancy_duration,10,-0.0466666666666665,0.3913256987077845,-0.3266042077210758,0.2332708743877427,-0.11925275242788,0.7148299593324864,0.1237480514873409,low_explanation_uptake
R2-R1,credential_sensitivity,10,-0.0182676026821216,0.0075380274936016,-0.0236599827070663,-0.012875222657177,-2.42339294963138,3.115149995222649e-05,0.0023837335944751,low_explanation_uptake
R2-R1,investment_alignment,10,0.1674948198806433,0.0236281404970744,0.150592266400816,0.1843973733604706,7.088785505629698,3.312697475850509e-09,0.0074718740845218,low_explanation_uptake
R2-R1,total_gap_reduction,10,0.0038674573354801,0.0007542678903372,0.0033278865911754,0.0044070280797847,5.12743202385434,5.727370661579999e-08,0.0002385204499395,low_explanation_uptake
R2-R1,evidence_conversion,10,0.0,0.0,,,,,0.0,low_explanation_uptake
R2-R1,evidence_opportunity_gap,10,0.0033333333333333,0.107094051200191,-0.0732771357810992,0.0799438024477659,0.0311252893692697,0.9237507005577784,0.0338661125647292,low_explanation_uptake
R3-R2,placement_rate,10,0.0016666666666666,0.0328201233060931,-0.0218114351951558,0.0251447685284891,0.0507818526799149,0.8759659087784054,0.0103786342734829,low_explanation_uptake
R3-R2,ground_truth_fit,10,0.0051550655417071,0.0181834324279075,-0.0078525784198475,0.0181627095032617,0.2835034343568272,0.3933251355533724,0.0057501062151953,low_explanation_uptake
R3-R2,search_rounds,10,-0.0504261139344414,0.3105353882561204,-0.2725697484717387,0.1717175206028559,-0.1623844361752787,0.6199660644343566,0.0981999120974043,low_explanation_uptake
R3-R2,applications_per_hire,10,-0.1512783418033242,0.9316061647683612,-0.8177092454152164,0.5151525618085679,-0.1623844361752788,0.6199660644343566,0.2945997362922131,low_explanation_uptake
R3-R2,fill_rate,10,0.0033333333333333,0.0656402466121863,-0.0436228703903116,0.0502895370569783,0.0507818526799149,0.8759659087784054,0.0207572685469659,low_explanation_uptake
R3-R2,vacancy_duration,10,-0.1133333333333333,0.31669590508293,-0.3398839361270374,0.1132172694603707,-0.35786169481306,0.2870290093627889,0.1001480385710554,low_explanation_uptake
R3-R2,credential_sensitivity,10,0.0003377985881251,0.0082702032845065,-0.0055783484452278,0.0062539456214781,0.0408452581519981,0.9000683445448835,0.0026152679091646,low_explanation_uptake
R3-R2,investment_alignment,10,0.0010887181970811,0.0211362496032726,-0.0140312439229396,0.0162086803171019,0.0515095259337103,0.8742058190951748,0.0066838689940171,low_explanation_uptake
R3-R2,total_gap_reduction,10,0.004028961387043,0.0012045199925639,0.0031672996919826,0.0048906230821034,3.3448688373090825,2.238323943369345e-06,0.0003809026663711,low_explanation_uptake
R3-R2,evidence_conversion,10,0.0485587191576625,0.0116968793420303,0.0401912757420354,0.0569261625732895,4.151425156894327,3.5696475846511817e-07,0.0036988780236987,low_explanation_uptake
R3-R2,evidence_opportunity_gap,10,-0.0066666666666666,0.0926962382871742,-0.0729775608828991,0.0596442275495657,-0.0719194952228076,0.8251721972663831,0.0293131243517175,low_explanation_uptake
R3-R0,placement_rate,10,-0.0366666666666666,0.0131468439624435,-0.0460713522869194,-0.0272619810464139,-2.789009040604105,1.007289649357021e-05,0.0041573970964154,low_explanation_uptake
R3-R0,ground_truth_fit,10,0.0220947544998797,0.0092956705242151,0.0154450323947544,0.028744476605005,2.3768865777162618,3.629888833105238e-05,0.0029395491235011,low_explanation_uptake
R3-R0,search_rounds,10,0.2407292213045278,0.2050703837346565,0.094030706089887,0.3874277365191686,1.1738858479731076,0.0048288707387868,0.0648489493246261,low_explanation_uptake
R3-R0,applications_per_hire,10,0.7221876639135836,0.6152111512039694,0.2820921182696613,1.162283209557506,1.173885847973108,0.0048288707387868,0.1945468479738783,low_explanation_uptake
R3-R0,fill_rate,10,-0.0733333333333333,0.0262936879248871,-0.0921427045738388,-0.0545239620928278,-2.789009040604105,1.007289649357021e-05,0.0083147941928309,low_explanation_uptake
R3-R0,vacancy_duration,10,0.6766666666666667,0.1798833641317563,0.5479858598657791,0.8053474734675544,3.7616967524080738,8.295013816748757e-07,0.0568841143829786,low_explanation_uptake
R3-R0,credential_sensitivity,10,-0.0271623927567873,0.0142820560798305,-0.0373791602049544,-0.0169456253086201,-1.9018545092500092,0.0001990079621933,0.004516382688252,low_explanation_uptake
R3-R0,investment_alignment,10,0.17348776771051,0.0181080168412655,0.1605340728096776,0.1864414626113425,9.580716056943158,2.274849496921659e-10,0.0057262577127086,low_explanation_uptake
R3-R0,total_gap_reduction,10,0.0082677828023087,0.0011463739708463,0.0074477162654387,0.0090878493391787,7.212116650035657,2.843309831181929e-09,0.0003625152798206,low_explanation_uptake
R3-R0,evidence_conversion,10,0.0485587191576625,0.0116968793420303,0.0401912757420354,0.0569261625732895,4.151425156894327,3.5696475846511817e-07,0.0036988780236987,low_explanation_uptake
R3-R0,evidence_opportunity_gap,10,0.0833333333333333,0.0741203559118129,0.0303108248588143,0.1363558418078523,1.1242975334937924,0.0061640947563599,0.0234389145663655,low_explanation_uptake
R1-R0,placement_rate,10,-0.0599999999999999,0.0207126132025636,-0.074816910895153,-0.0451830891048469,-2.8967856162434287,7.3872528595969505e-06,0.0065499034014175,low_resource_gradient
R1-R0,ground_truth_fit,10,0.0343040814650535,0.0147383630041184,0.0237608917073548,0.0448472712227522,2.3275367458019374,4.280023897898771e-05,0.0046606796075375,low_resource_gradient
R1-R0,search_rounds,10,0.2842288205874652,0.2008014292503261,0.1405841314444645,0.4278735097304659,1.415472099220646,0.0015410213472273,0.0634989873848187,low_resource_gradient
R1-R0,applications_per_hire,10,0.8543813770166334,0.6044641406117391,0.4219737796184029,1.286788974414864,1.413452543523871,0.0015552726384074,0.191148344822938,low_resource_gradient
R1-R0,fill_rate,10,-0.1199999999999999,0.0414252264051272,-0.149633821790306,-0.0903661782096938,-2.8967856162434287,7.3872528595969505e-06,0.0130998068028351,low_resource_gradient
R1-R0,vacancy_duration,10,1.0133333333333332,0.4043589653259912,0.7240723549962329,1.3025943116704335,2.5060241523676647,2.3869076098393745e-05,0.1278695322739182,low_resource_gradient
R1-R0,credential_sensitivity,10,-0.000945339854057,0.0134862947608577,-0.0105928539471926,0.0087021742390785,-0.070096336378526,0.8295232391331429,0.0042647408640706,low_resource_gradient
R1-R0,investment_alignment,10,0.0013728349634819,0.0143273698880807,-0.0088763480303527,0.0116220179573166,0.0958190494281885,0.7687718420280452,0.0045307121726047,low_resource_gradient
R1-R0,total_gap_reduction,10,0.0003357201176886,0.000367540973273,7.279714423063106e-05,0.0005986430911467,0.913422290578951,0.0179281691532565,0.0001162266608977,low_resource_gradient
R1-R0,evidence_conversion,10,0.0,0.0,,,,,0.0,low_resource_gradient
R1-R0,evidence_opportunity_gap,10,0.0133333333333333,0.0918936583472681,-0.0524034297802937,0.0790700964469604,0.1450952500220025,0.6572346745315668,0.0290593262902711,low_resource_gradient
R2-R1,placement_rate,10,0.0033333333333333,0.0245954929124207,-0.0142612223773193,0.020927889043986,0.1355261854357879,0.6783097418055791,0.0077777777777777,low_resource_gradient
R2-R1,ground_truth_fit,10,6.505195651725914e-05,0.0120645684479737,-0.0085654204002965,0.008695524313331,0.0053919837081437,0.9867679850386338,0.0038151515282599,low_resource_gradient
R2-R1,search_rounds,10,-0.0105087056929557,0.2109163600449839,-0.1613891804333301,0.1403717690474186,-0.0498240425290597,0.8782837486789467,0.0666976093534283,low_resource_gradient
R2-R1,applications_per_hire,10,-0.0315261170788674,0.6327490801349515,-0.4841675412999904,0.4211153071422556,-0.04982404252906,0.8782837486789461,0.2000928280602848,low_resource_gradient
R2-R1,fill_rate,10,0.0066666666666666,0.0491909858248414,-0.0285224447546387,0.041855778087972,0.1355261854357879,0.6783097418055791,0.0155555555555555,low_resource_gradient
R2-R1,vacancy_duration,10,0.0233333333333333,0.4064449911909329,-0.2674198980122865,0.3140865646789531,0.0574083426762471,0.8599656516076208,0.128529191573042,low_resource_gradient
R2-R1,credential_sensitivity,10,-0.0257070136847933,0.0092417600262099,-0.0323181705428662,-0.0190958568267203,-2.7816144989576976,1.0293167560438484e-05,0.002922501127152,low_resource_gradient
R2-R1,investment_alignment,10,0.2526657283336786,0.030829659447079,0.2306115185394869,0.2747199381278703,8.195540685987613,9.141594257896466e-10,0.0097491943340097,low_resource_gradient
R2-R1,total_gap_reduction,10,0.0075193666549278,0.0007739132117856,0.006965742494255,0.0080729908156005,9.716033452354202,2.0072925722972803e-10,0.0002447328460538,low_resource_gradient
R2-R1,evidence_conversion,10,0.0,0.0,,,,,0.0,low_resource_gradient
R2-R1,evidence_opportunity_gap,10,0.0299999999999999,0.092228915419765,-0.0359765915757132,0.0959765915757132,0.325277597198881,0.3305091077542856,0.0291653438853481,low_resource_gradient
R3-R2,placement_rate,10,-1.6653345369377347e-17,0.0245326690731329,-0.0175496142433585,0.0175496142433585,-6.788232181232719e-16,0.9999999999999984,0.0077579111354271,low_resource_gradient
R3-R2,ground_truth_fit,10,0.0032649055499931,0.0186786893843609,-0.0100970238955904,0.0166268349955767,0.1747930747607356,0.5938990686738735,0.0059067202161389,low_resource_gradient
R3-R2,search_rounds,10,0.0471606653063404,0.1361022732373449,-0.0502010357723006,0.1445223663849814,0.3465090199051876,0.3016389641401724,0.0430393178156588,low_resource_gradient
R3-R2,applications_per_hire,10,0.1414819959190212,0.4083068197120348,-0.150603107316902,0.4335670991549444,0.3465090199051873,0.3016389641401726,0.1291179534469765,low_resource_gradient
R3-R2,fill_rate,10,-3.3306690738754695e-17,0.0490653381462658,-0.0350992284867171,0.0350992284867171,-6.788232181232719e-16,0.9999999999999984,0.0155158222708543,low_resource_gradient
R3-R2,vacancy_duration,10,0.0066666666666667,0.3694507100554738,-0.2576224501872821,0.2709557835206156,0.0180448067501772,0.955742054986784,0.116830572694177,low_resource_gradient
R3-R2,credential_sensitivity,10,-0.0003027306921469,0.0096112864263989,-0.0071782308125335,0.0065727694282396,-0.0314974165492997,0.9228424033352396,0.0030393556351681,low_resource_gradient
R3-R2,investment_alignment,10,-0.0002925521773086,0.0176998264814498,-0.0129542452852962,0.0123691409306789,-0.0165285336336641,0.9594570384871494,0.0055971765871145,low_resource_gradient
R3-R2,total_gap_reduction,10,0.0053405009831814,0.001823021579607,0.004036389906476,0.0066446120598869,2.929477655625285,6.73670714397977e-06,0.0005764900415196,low_resource_gradient
R3-R2,evidence_conversion,10,0.061052294452346,0.0143137673602371,0.0508128421207429,0.0712917467839491,4.265284806985612,2.828277457604528e-07,0.0045264106756125,low_resource_gradient
R3-R2,evidence_opportunity_gap,10,-0.0433333333333333,0.1089228971835774,-0.1212520800519381,0.0345854133852714,-0.3978349314405381,0.2400266839624856,0.0344444444444444,low_resource_gradient
R3-R0,placement_rate,10,-0.0566666666666666,0.029865955679368,-0.0780314843153163,-0.0353018490180169,-1.8973665961010264,0.0002024993220676,0.0094444444444444,low_resource_gradient
R3-R0,ground_truth_fit,10,0.037634038971564,0.0217204088980976,0.0220961944658031,0.0531718834773248,1.732657941575867,0.0003905966970591,0.0068685963828176,low_resource_gradient
R3-R0,search_rounds,10,0.32088078020085,0.1482541645290215,0.2148261397661032,0.4269354206355967,2.1643964014112798,7.520241453108943e-05,0.0468820832517052,low_resource_gradient
R3-R0,applications_per_hire,10,0.9643372558567872,0.4449993452060143,0.6460039011112411,1.2826706106023331,2.1670532018655964,7.449727680806077e-05,0.1407211488134535,low_resource_gradient
R3-R0,fill_rate,10,-0.1133333333333333,0.059731911358736,-0.1560629686306327,-0.0706036980360338,-1.8973665961010264,0.0002024993220676,0.0188888888888888,low_resource_gradient
R3-R0,vacancy_duration,10,1.0433333333333334,0.3748415303024815,0.7751878559868411,1.3114788106798256,2.7833984470488287,1.0239546068566292e-05,0.1185352997378865,low_resource_gradient
R3-R0,credential_sensitivity,10,-0.0269550842309972,0.0132514199121068,-0.0364345789790401,-0.0174755894829544,-2.0341279960776424,0.0001205890566933,0.0041904669153565,low_resource_gradient
R3-R0,investment_alignment,10,0.2537460111198519,0.028456472372075,0.2333894770889246,0.2741025451507792,8.9169875943182,4.3142850300505107e-10,0.0089987266869411,low_resource_gradient
R3-R0,total_gap_reduction,10,0.0131955877557979,0.0016641473867055,0.0120051284301651,0.0143860470814308,7.929338387461254,1.2259831547137831e-09,0.0005262496104206,low_resource_gradient
R3-R0,evidence_conversion,10,0.061052294452346,0.0143137673602371,0.0508128421207429,0.0712917467839491,4.265284806985612,2.828277457604528e-07,0.0045264106756125,low_resource_gradient
R3-R0,evidence_opportunity_gap,10,5.551115123125783e-18,0.0846197011762656,-0.0605332876176155,0.0605332876176156,6.560074126901755e-17,1.0,0.0267590990639828,low_resource_gradient
